Date,AAPL,MSFT,GOOG,AMZN,TSLA,NVDA
2023-01-03,128.46816213131993,237.84825439790933,89.21944566804987,85.45999908447266,118.47000122070312,14.836973349478153
2023-01-04,125.12534263515172,227.28066322024986,90.3914339004661,86.55000305175781,109.11000061035156,14.553243849072649
2023-01-05,125.36199835089351,222.31005275576163,87.47141172844614,85.33000183105469,110.51000213623047,14.477313204439954
2023-01-06,124.25758622586783,218.20042850517999,86.766225485713,83.02999877929688,103.0,14.460330266141224
2023-01-09,128.65556861264022,221.57615730202494,88.58876121895915,87.45999908447266,118.95999908447266,15.26956434067943
2023-01-10,128.44846138243565,222.85797845401495,86.13058458495952,87.56999969482422,121.06999969482422,15.492354496985383
2023-01-11,129.4246914378982,226.31199829516942,89.44788285939553,90.93000030517578,122.08999633789062,15.825040282936422
2023-01-12,132.01815247276784,230.19656617961186,91.77197627932115,96.93000030517578,122.55999755859375,16.084794083982377
2023-01-13,130.1938350469048,231.89911556681622,90.90590804551623,94.18000030517578,116.55000305175781,16.26262754145093
2023-01-17,132.95492042575748,232.84823653758127,92.14939627737729,98.68000030517578,125.69999694824219,16.883036974604146
2023-01-18,134.91724588612811,236.37074903194667,92.30831604596713,97.25,136.55999755859375,17.650317053573275
2023-01-19,132.21534095915428,228.74840601373435,90.76885187635992,94.73999786376953,127.26000213623047,17.0199124023863
2023-01-20,133.3986444948596,229.80515114547578,95.29784835455546,93.86000061035156,128.67999267578125,16.994935873343884
2023-01-23,136.19917447397063,235.9108818315434,98.45623025680598,97.55999755859375,135.8699951171875,18.046936261033913
2023-01-24,138.35869358432294,237.28076412215026,98.87338334191755,96.93000030517578,143.0,18.809217256229907
2023-01-25,138.93063463423644,229.4333116822619,96.53936237974118,92.55999755859375,141.91000366210938,18.895135950542382
2023-01-26,141.17890975078,238.4059565934867,97.61200693402644,98.23999786376953,159.97000122070312,19.6823921496768
2023-01-27,141.16907645645273,243.63104656960752,98.37678399769513,99.52999877929688,162.42999267578125,19.443619026904443
2023-01-30,142.94402483372846,239.24745305758034,98.07385832960358,101.08999633789062,178.0500030517578,19.9311576524384
2023-01-31,140.71544123571715,238.21029409203948,97.19487477620002,101.16000366210938,164.57000732421875,19.151896870281067
2023-02-01,141.96779872652098,242.66235279117208,99.06208475800963,102.52999877929688,173.88999938964844,19.672405000290908
2023-02-02,146.82920755988812,253.2494929338685,106.06418319671222,110.25,187.3300018310547,20.9801656473757
2023-02-03,145.97134140477755,253.95398684195544,102.80647556355851,105.26000213623047,183.9499969482422,20.980166467238757
2023-02-06,150.44820252682044,251.8991842011105,101.98707072284537,102.93000030517578,193.00999450683594,20.78635237038477
2023-02-07,148.54505515759215,254.92269717724312,102.92565669885428,101.16999816894531,196.42999267578125,21.36180439165593
2023-02-08,151.73999993153234,267.3200070611244,101.99203916568776,102.04000091552734,196.10000610351562,22.365852098670587
2023-02-09,151.64138491373802,267.90699480471363,99.85665437838149,101.31999969482422,207.77999877929688,22.584649646952737
2023-02-10,147.60648709847575,255.90116143595523,95.08927182148604,97.55999755859375,202.22999572753906,21.669514747583833
2023-02-13,149.07798723256394,261.8796493414977,94.36424323627725,97.8499984741211,194.4199981689453,21.517654072105746
2023-02-14,150.23350151506878,266.8014335016731,94.01662706716678,98.41000366210938,191.94000244140625,21.557622296450752
2023-02-15,151.21123154980276,263.2026047275784,94.09607270952888,99.08999633789062,211.75999450683594,22.527701321791618
2023-02-16,151.6062554560653,258.9846605908433,94.89063877544477,99.20999908447266,210.77999877929688,22.11209513056643
2023-02-17,150.460610180833,254.4429261393681,94.4238233666543,97.80000305175781,199.99000549316406,21.6105722076126
2023-02-21,148.33731221810694,249.62655149140514,92.60627662527453,95.33999633789062,204.99000549316406,20.98016385190775
2023-02-22,147.02379633351947,249.24399183598243,91.30915550653064,95.0999984741211,197.92999267578125,20.687447106366278
2023-02-23,148.2286867318044,250.68596782653108,91.50381230278894,96.12000274658203,203.91000366210938,23.417863675966604
2023-02-24,145.28561258669828,245.1927958731005,89.02079433505521,93.52999877929688,196.3300018310547,23.203066260241904
2023-02-27,145.87821451304222,247.64508387583098,89.47768333777833,94.27999877929688,202.02999877929688,23.64764464547648
2023-02-28,145.22635786930326,244.3197396069621,88.93142738298188,93.13999938964844,210.58999633789062,23.349921682502902
2023-03-01,145.0091039171703,245.97752345611474,89.5472091723947,93.87000274658203,206.2100067138672,23.170092298072625
